Time,Label,ProcessScore,Wavelength,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
20260630-11:76:00,20260630_227858_avg,72.8744,0,481.2859,476.1974,466.8933,443.6656,436.7364,463.9108,446.9681,413.5688,387.2114,429.6968,397.3537,359.6659,400.7439,401.445,330.4762,356.1253,365.0113,376.5591,348.2752,337.966,363.6011,336.7978,352.2289,316.9447,308.7471,345.4894,332.5246,342.0507,311.1246,303.06,341.2485,283.3474,333.5257,332.1565,320.7657,288.7,283.7986,293.004,269.9994,274.1352,302.6372,300.6333,266.1802,297.1512,291.0129,309.3139,289.5707,297.1799,284.404,292.3772,247.5369,268.2583,268.3671,263.0373,274.7878,277.097,271.1957,259.0973,247.2424,281.079,265.7102,238.5336,253.2591,222.7056,255.7154,250.3561,242.3192,282.706,229.6131,264.4149,291.9576,270.108,248.3051,226.6558,221.7309,239.331,233.5641,232.4638,239.5196,243.3755,254.1951,220.9446,231.2083,240.8677,239.894,278.4076,247.5457,212.0925,250.6668,252.915,239.9455,219.0249,275.6031,221.5098,254.4346,245.5476,253.1141,274.1518,252.2315,230.7949
20260630-11:77:00,20260630_228953_avg,78.7153,0,446.8735,401.8912,427.5205,378.5461,348.0603,363.5583,335.4014,372.5043,340.1713,331.1129,340.7911,303.4546,293.214,323.6108,289.2921,285.9117,322.1561,313.0202,274.3401,284.8828,276.963,329.4163,309.9571,281.3834,300.1326,259.5391,272.1771,286.8364,292.8686,280.7874,286.9729,282.7865,277.2149,273.9398,270.7858,283.7034,286.9518,282.3126,254.0844,257.5078,285.7063,307.3456,280.4555,268.9275,281.7901,254.127,303.7705,280.9859,263.6168,273.8379,266.5417,303.8876,273.1629,280.427,288.9151,262.2108,281.153,282.7481,245.5666,282.1753,276.0281,279.4941,277.464,281.8758,303.6286,252.3856,269.2347,289.56,285.6334,285.0409,331.4659,287.8841,298.2388,268.9169,254.8786,268.5563,289.3092,283.0491,282.9301,270.3646,267.1201,271.0704,289.4627,291.8738,254.4446,290.4358,261.8465,284.6898,271.3944,307.2111,267.0695,279.322,288.1494,258.2265,274.6214,270.8111,265.9045,267.5091,299.0992,264.4409
20260630-11:78:00,20260630_230048_avg,79.1311,0,403.0312,413.4303,412.1417,357.043,345.4119,356.6515,346.3992,273.1138,361.1187,320.603,316.8621,291.7902,248.3168,297.7696,265.5661,284.9556,263.9492,269.8532,244.0486,276.3064,228.3921,300.2357,297.3254,281.5974,271.4594,239.6516,264.8894,235.523,202.0664,267.0867,257.5018,230.932,203.7567,216.6316,188.8048,248.2551,192.044,232.6285,207.5137,194.4234,230.3968,217.7212,243.1197,197.1886,208.3123,172.8639,177.4102,264.3267,270.7404,227.5952,207.872,219.5711,245.36,215.3784,232.0028,226.773,214.8605,215.9601,233.9492,206.3776,237.5553,217.4547,230.469,257.763,223.8251,247.3546,188.0653,216.6006,227.1565,268.1238,183.1745,223.394,256.8238,207.5799,219.6273,231.0736,227.456,257.1478,232.43,251.2306,214.1403,205.5625,216.5278,195.9894,231.6129,212.564,206.2762,231.765,196.031,237.8242,210.7626,246.6221,213.0503,235.644,226.0983,238.7301,225.2832,187.0347,245.6399,222.1551
20260630-11:79:00,20260630_231143_avg,69.8258,0,484.1629,447.9257,423.8356,388.4693,383.9782,394.7748,354.5014,358.1499,337.3563,330.4929,360.0363,340.2625,306.8885,303.5928,276.0127,282.8595,289.0012,296.8893,289.9932,242.0661,287.2525,258.5461,234.0397,285.5805,285.666,254.7561,262.7474,261.8396,274.5186,256.8744,206.7321,283.6482,259.961,221.5617,208.1158,243.1323,223.7269,237.1608,246.1023,214.5789,201.0178,235.7978,213.6665,229.2031,193.7477,219.0489,241.4607,238.5724,205.4578,196.2229,223.7942,236.338,232.3837,210.5086,229.273,257.3155,226.4854,182.918,225.811,268.8046,190.0963,220.7686,214.4278,221.701,223.7171,245.6849,220.5873,248.3973,215.3476,209.6751,201.9927,174.8357,223.9647,265.7207,228.1169,233.4692,207.5961,211.5985,240.5755,264.7542,252.604,236.6602,218.6737,222.9252,200.4098,184.2155,191.9262,219.7543,211.8442,184.2572,218.0572,211.525,191.4809,210.4049,211.5754,204.6047,240.8805,174.2366,172.1989,218.8934
20260630-11:80:00,20260630_232238_avg,80.3375,0,483.82,485.0743,461.2227,454.4402,444.7288,438.9137,430.7917,424.6222,418.7065,410.1679,409.5699,413.1013,404.4872,395.6232,394.0749,381.5488,380.6055,382.7506,381.7678,367.2337,365.2952,375.1275,361.8373,367.3326,356.5837,354.0594,348.7596,352.3842,352.0452,338.0723,339.2618,343.4217,336.3687,332.7507,338.3706,337.1912,328.0447,329.8328,321.514,321.7671,325.5604,323.9858,318.0518,318.3008,315.6769,322.2616,309.6011,313.5287,308.6537,319.1557,307.6474,316.0241,323.3172,322.9278,305.3591,315.1356,308.3208,306.8159,311.6002,317.6703,314.0968,307.1645,313.6187,298.6863,305.4834,304.6352,308.5505,306.6745,306.4775,305.8218,306.3001,308.356,305.9756,303.3984,306.3179,307.9741,300.8079,302.8603,308.4843,297.0711,311.0025,295.3423,299.9653,296.7937,311.974,298.6505,298.5429,299.0887,301.3084,299.1958,300.1403,283.525,301.1087,300.9616,306.0175,307.4117,300.163,305.1594,295.8555,305.0852
20260630-11:81:00,20260630_233333_avg,73.5284,0,437.7422,441.4677,430.2946,426.8657,409.0444,388.8106,412.7563,423.7739,381.3062,356.8796,393.1291,375.9152,376.1705,384.7075,364.55,364.727,364.6313,388.2707,361.0764,336.8728,334.7935,354.6679,330.5779,320.6773,355.3147,353.6853,333.4969,342.3609,338.3201,343.137,341.0583,284.73,322.7389,333.6481,316.1054,321.8731,332.2297,319.2404,341.7545,333.7526,311.179,308.3615,262.0839,303.3498,284.6157,309.8847,307.3988,315.2654,325.8138,300.467,338.1839,302.2843,274.9324,286.3146,288.2528,303.3071,276.0278,285.7576,286.8337,280.7514,300.8303,296.7545,304.4534,277.9746,302.7674,258.2695,256.7818,258.6917,278.3632,297.5683,266.1323,267.3667,270.9291,283.4629,264.9418,263.2777,248.8682,261.3039,290.267,271.3194,256.7245,289.6082,258.3126,291.7285,290.981,267.7362,240.9982,304.5883,271.9736,259.4917,280.6671,275.9013,285.7061,251.8471,267.9196,241.9634,272.743,260.5431,265.1257,257.3363
20260630-11:82:00,20260630_234428_avg,80.9025,0,424.8631,409.0308,398.1188,365.2447,393.8816,368.5913,352.1423,314.8323,309.4312,322.678,338.4537,297.6602,309.5573,286.1749,286.4159,294.7892,270.0632,260.6993,281.8932,260.5336,269.2624,243.5066,265.6637,248.3377,247.1826,240.522,229.9497,233.6219,225.8371,240.9266,224.5846,206.7851,202.8124,200.6501,228.0864,204.9691,221.6507,218.5509,215.0938,220.4157,216.1855,180.1655,208.9519,217.6455,232.1559,232.3304,194.4278,206.6273,191.4043,229.2193,222.8068,214.509,212.1181,226.9768,224.7994,224.057,215.3324,205.3172,218.9748,219.4737,206.957,204.8482,222.9895,229.3649,199.4532,205.2418,212.5936,214.0331,201.3578,230.7353,212.4628,213.5308,228.3681,200.8835,205.0405,190.4094,203.4511,186.9692,214.2729,210.001,201.2005,203.1849,213.6349,190.1229,206.5165,212.5349,181.9097,212.2787,183.2264,202.4363,189.6189,221.6731,189.906,183.9728,206.1045,199.5443,186.2992,211.5151,180.7175,192.7005
20260630-11:83:00,20260630_235523_avg,75.1244,0,510.4652,472.6546,421.5361,410.206,429.8694,363.8286,358.9456,385.2171,354.6106,335.0694,373.7424,350.1453,330.7991,313.2409,361.9639,323.4674,343.4649,331.7479,305.1714,302.5374,332.6216,330.5988,272.9433,311.4283,298.5394,281.7966,301.9275,273.8269,287.3573,280.7778,284.7949,291.0615,274.5748,316.9527,298.3517,319.4371,286.3986,279.4683,317.4443,278.187,284.4975,299.1354,266.2734,298.4461,296.0775,307.271,300.7533,307.382,283.7312,271.0426,320.3474,259.6781,261.1998,294.2039,311.71,287.7006,301.0597,251.1119,275.9106,252.9485,297.0357,258.2288,262.6473,292.409,301.4785,281.1268,293.2318,292.6732,280.1276,265.4915,293.1101,293.9201,298.6073,288.9394,264.3208,295.2731,283.7832,275.7932,278.9417,272.3742,298.6638,260.2833,267.3533,278.4135,310.732,301.4108,256.5463,306.3167,306.2593,264.239,241.7846,282.5067,302.3505,310.1159,269.1098,312.7204,246.4607,277.3813,276.5385,302.6364
20260630-11:84:00,20260630_236618_avg,80.9342,0,471.0584,441.5615,413.8727,411.0049,403.0041,390.2366,366.5193,397.8592,381.4857,360.3734,354.9732,356.7389,334.9357,346.1798,323.1067,332.7393,316.3492,312.9781,340.0403,318.8545,317.1789,289.3217,302.0974,311.0664,305.4262,276.7508,300.6587,300.1721,308.245,284.621,265.0262,277.0747,274.2328,293.0218,253.0118,276.8085,296.2919,279.1768,287.8325,258.3847,257.7109,290.5023,274.6225,273.6998,259.2027,271.9341,257.2522,282.4815,298.935,273.2771,260.1881,238.4518,247.3556,282.9134,253.648,260.5255,271.5295,280.3438,261.2441,258.6179,263.6051,255.5238,255.852,266.5802,263.8269,285.2928,266.2473,274.0043,249.0923,266.7265,252.6936,265.0303,268.1863,260.9762,287.1439,276.1577,273.2939,268.6303,279.6989,244.003,275.2192,248.8733,253.5858,266.0834,273.5275,246.908,254.0105,260.7681,257.5688,269.1175,297.8328,264.1946,251.2929,244.9956,255.7643,248.864,264.4894,264.26,254.008,281.2113
20260630-11:85:00,20260630_237713_avg,76.3813,0,462.2841,451.7958,451.8123,392.5049,396.1523,416.1227,354.2563,397.5542,400.5417,369.0663,366.1635,351.1088,355.3063,351.5193,344.5406,339.9609,343.8687,340.4213,371.4957,332.7441,341.7308,324.6252,322.0361,302.1476,302.1238,305.8751,325.969,338.2785,291.2684,309.2107,294.713,310.6676,330.4441,304.9933,310.0058,332.5268,315.5457,295.1202,308.5462,291.8688,310.5809,311.0874,280.3481,303.8248,298.3051,307.9265,311.6387,305.2491,292.1401,310.9746,281.7011,273.9576,243.6653,292.5039,280.0467,298.7981,260.8145,281.2875,298.5245,274.384,296.7749,281.1453,289.1285,298.786,304.1998,290.3783,275.8586,281.3437,298.5523,272.2363,285.5238,282.2147,286.6925,272.3979,259.1322,296.7608,303.8937,260.4319,294.7878,306.2768,298.7785,282.9893,274.9028,291.3747,294.2929,292.1812,288.1197,274.1556,298.292,299.3818,295.4421,294.3557,319.5013,283.3919,313.8737,282.3157,311.7924,314.0731,290.2278,321.4321
20260630-11:86:00,20260630_238808_avg,69.0371,0,412.3154,465.872,403.4444,384.1496,401.3975,358.2275,383.7531,315.0856,337.4761,366.8495,373.5336,313.5557,305.7597,334.8895,302.3939,306.1432,328.5275,291.2077,254.0571,265.7871,292.813,245.7088,279.1094,250.6037,318.655,328.4076,250.8743,279.4966,249.2196,262.7552,310.6019,256.3115,259.3926,243.0753,290.9656,187.2694,252.4296,261.0783,246.1434,281.1825,288.5378,226.9585,308.2071,225.4933,288.1324,260.8306,244.8023,246.1776,254.0737,258.7987,231.4951,246.5299,233.0042,221.636,229.9424,221.2305,237.3678,256.4336,248.3931,290.9876,192.7196,254.7997,243.626,262.2598,259.7965,239.1782,247.1171,225.8645,257.7843,199.8886,262.2212,243.9181,233.4768,239.8044,241.8839,276.2169,321.6982,274.9144,233.3897,261.3547,262.351,224.9264,216.8918,244.5602,264.5258,207.6074,227.9057,257.5554,244.5821,276.0723,209.4674,296.7401,205.38,193.4118,238.9633,213.4882,238.7812,237.7709,234.8235,219.7275
20260630-11:87:00,20260630_239903_avg,76.5653,0,377.7881,397.5025,352.8222,394.4451,367.4978,358.2932,337.3517,360.359,343.8247,329.0018,338.9896,306.1804,303.7432,308.8687,329.1174,321.2033,335.3868,302.6936,324.1328,311.7179,297.2553,316.5348,308.2075,298.2464,307.611,303.9371,302.6399,297.7592,283.0769,303.8515,289.517,285.5126,297.0898,311.7482,302.7157,291.0954,290.0467,308.4595,260.8491,310.2671,268.3304,275.1759,288.9349,330.4927,322.5718,307.2163,301.5497,266.7821,298.0484,286.8746,282.5445,297.5266,287.6343,308.3856,264.5624,295.7801,280.8151,288.0369,299.0816,276.8556,296.7553,290.832,283.8003,286.72,291.6106,282.0313,294.0863,289.6316,284.4388,318.7329,300.4436,288.0283,296.2845,278.0428,287.2675,289.1229,274.7277,300.232,286.3707,288.7634,285.4978,340.5164,284.1561,262.3149,269.6824,306.5027,315.5608,284.1859,314.799,306.4939,292.0543,291.0128,297.9504,308.8627,301.4402,284.7621,292.6441,326.2725,299.3653,309.0359
20260630-11:88:00,20260630_240998_avg,68.4224,0,430.2155,417.0681,461.7909,377.8452,414.0911,377.1667,390.6829,430.1112,362.9327,363.2378,371.9953,353.3756,380.6254,351.6445,369.3588,330.4538,318.5543,343.4955,316.3744,368.4872,311.0219,316.9552,340.1459,319.6224,300.4258,361.6216,304.9324,317.1296,314.8026,329.2475,322.9161,298.0594,305.2897,305.4064,321.2683,285.4633,340.9536,289.8636,301.877,279.9177,276.0904,282.3233,279.2728,287.8925,276.4765,305.0988,277.3554,274.0716,281.7339,305.2322,290.0648,283.2062,258.1631,262.1843,258.6297,303.7675,288.8576,262.9915,267.3878,261.8654,259.9862,283.3182,269.2727,311.0031,295.585,296.1261,284.2449,264.2499,282.088,264.7808,299.7963,277.5182,274.6229,271.8412,300.3089,243.1742,301.2653,264.643,242.3803,253.5979,237.0375,277.7236,246.945,267.9832,284.6995,251.861,258.5425,239.5065,255.357,307.836,275.2721,256.2135,249.6323,259.4702,262.266,252.202,268.9686,242.2864,242.0783,265.7471
20260630-11:89:00,20260630_242093_avg,83.236,0,470.2102,449.4205,418.4684,397.7207,395.6561,381.0966,395.5539,371.0995,369.663,351.2509,344.0219,337.5801,339.5842,326.3472,308.8427,324.4294,303.1893,296.4319,272.0854,295.219,286.287,281.9006,273.6843,268.3519,266.2757,269.4577,267.5044,257.257,263.7419,252.5188,246.3054,249.3405,234.2177,244.6791,228.021,229.9757,219.8521,232.7388,245.2346,229.4163,233.7876,245.8974,228.5051,217.4776,217.0809,220.7114,214.1968,213.4658,224.6634,223.764,200.9695,206.54,208.3209,215.8809,219.2889,230.9483,204.4319,203.9766,211.2809,200.2302,203.8733,200.9642,182.4686,204.0514,201.0069,212.2262,201.495,190.8462,198.4844,183.2785,190.0481,204.6668,197.2513,206.4688,182.8963,196.6652,194.6378,206.1006,203.7307,203.4327,210.6809,195.2453,209.0489,189.8663,189.6507,204.5816,186.4525,203.3973,199.7496,207.7796,198.8299,199.9765,203.867,194.6281,194.5232,204.326,200.5157,197.7271,200.6234,214.4611
20260630-11:90:00,20260630_243188_avg,89.0779,0,451.4423,437.3014,420.2433,405.3943,389.3067,384.8118,373.4697,364.1813,364.7998,359.9029,357.287,351.5672,348.9609,340.429,334.9318,325.8418,327.0455,320.5577,319.1894,315.126,312.9498,307.8701,307.8222,293.5024,299.4563,299.6939,298.987,292.8545,293.2495,286.1845,283.374,282.8019,279.0947,274.7451,273.7186,270.1546,273.5662,270.4702,267.9288,266.0012,268.0983,267.8532,260.9982,259.6159,265.6819,257.8061,263.0519,265.7518,265.2433,262.0826,261.5883,265.9618,251.5707,257.0166,260.7776,256.8917,261.4925,257.3369,257.6298,256.1454,255.137,254.7987,257.0277,253.5173,258.4911,257.2191,258.2095,250.9687,248.7867,253.5299,261.9539,256.4428,250.3357,252.8009,253.1807,246.1931,254.0307,248.7549,248.4353,248.242,251.1509,244.8143,241.4103,247.1822,239.5005,244.461,248.6807,246.5145,247.6792,246.1752,251.5049,242.1939,245.1556,242.5741,246.8835,243.8342,249.4126,242.667,248.8026,246.5275
20260630-11:91:00,20260630_244283_avg,73.2891,0,425.5835,372.4409,380.3262,385.4291,377.4695,321.6183,350.3727,357.0526,345.0254,366.5367,320.2202,292.4665,345.1294,315.224,287.8878,316.0853,340.2187,288.1237,355.8376,290.5166,305.8058,277.312,299.319,293.1601,263.8587,346.0552,278.2356,275.7511,302.0615,316.2745,300.4147,252.3851,277.9614,234.6114,287.1878,235.2803,249.6395,263.4356,270.3858,254.7247,287.9877,270.7043,267.5924,229.2704,285.4102,234.8975,283.5677,287.9852,257.2245,266.415,184.6148,240.5102,265.2231,261.0302,218.2659,235.9092,191.3541,248.897,203.4189,262.3537,263.1466,230.4019,249.8364,235.2396,244.2133,216.9032,251.7011,207.262,203.6191,237.2661,235.6041,245.2058,227.1916,277.1095,243.2989,244.7972,244.1587,260.0338,251.6641,249.0239,254.7648,204.3778,205.0191,238.5024,235.9398,251.0084,239.7597,250.515,214.2792,238.1856,211.647,245.173,200.1971,243.4606,207.2278,228.0143,252.5717,238.869,201.4621,219.9785
20260630-11:92:00,20260630_245378_avg,75.6041,0,408.305,409.3217,374.1652,372.1088,381.4298,370.5901,441.8264,330.1301,354.5771,318.4882,338.9712,335.6681,360.3611,325.2624,327.8292,318.5809,291.8527,306.7861,310.3257,318.4943,327.5144,305.8173,302.9725,265.2375,317.6006,285.7144,318.5664,330.4363,292.3647,270.5242,293.2148,300.5144,283.0469,275.6827,301.5915,298.7673,277.2351,244.5683,294.4364,263.9077,286.6434,284.2158,234.1325,280.8536,290.5395,292.7645,279.5258,228.3247,306.2192,284.7258,245.207,254.6965,278.7735,289.1123,260.4757,291.7322,228.1405,245.8511,220.8197,248.6226,306.3279,319.2724,274.9763,253.6229,263.406,279.9155,230.5343,254.1996,302.414,242.3482,249.3067,267.5083,273.8415,251.7574,268.5327,281.1903,313.7029,263.1897,265.1074,302.8347,252.6089,233.7915,271.6783,291.5055,274.1537,263.0096,230.3152,263.7729,294.858,235.2508,259.053,255.5421,247.9934,270.7504,275.4077,275.1007,241.036,224.8407,270.8417,252.2592
20260630-11:93:00,20260630_246473_avg,79.3234,0,427.7217,390.4998,382.1363,338.018,371.9939,347.2193,355.7184,345.2896,338.725,328.9808,340.8919,316.3771,286.6423,323.3475,291.601,277.4665,280.0135,302.9892,292.1093,247.9505,280.33,308.8821,273.507,276.723,298.6684,291.3283,293.6449,214.9026,303.7733,279.6329,314.5478,247.2286,225.6468,259.6718,252.3195,269.4841,276.4608,251.5367,247.0317,261.0887,244.0698,241.142,267.7528,271.1175,266.4949,240.202,199.4446,238.7307,225.5672,237.4454,225.7708,238.2028,217.0048,211.5441,261.5362,216.8047,235.9509,254.8286,253.6858,250.9921,240.8268,249.1372,262.0926,242.855,197.1343,223.5248,248.2614,221.5983,267.0352,233.1719,236.306,257.4495,231.2431,238.6959,253.5063,205.8785,230.0811,252.828,237.6758,266.2285,205.0665,203.0217,252.9183,255.1021,233.96,246.1617,253.326,222.0465,224.3748,242.6181,257.1614,215.4823,235.0961,234.212,247.6007,238.9853,228.1114,264.2695,228.0978,232.971
20260630-11:94:00,20260630_247568_avg,87.4694,0,399.6429,389.3149,377.4613,360.612,355.7683,359.9514,356.8524,342.5304,351.7351,325.202,309.5336,328.5666,299.2586,304.7444,312.0793,303.0706,298.8739,286.9906,294.0581,299.9191,288.5311,278.4444,272.2616,273.6564,281.832,279.2508,267.2621,253.0813,274.1946,261.0595,273.3204,259.3037,255.9561,264.6611,282.7208,267.6839,261.4019,262.4723,243.3143,248.0612,235.3095,271.6083,269.2793,258.8763,256.1374,240.986,252.1307,269.2023,254.3158,247.8316,237.0185,263.9057,250.8475,235.726,242.523,238.9918,248.5015,250.9842,244.3277,254.9984,248.4507,256.5466,243.7366,272.9103,241.0669,237.7148,236.2666,243.0138,229.565,246.8112,227.4158,245.196,231.8556,240.1645,248.6497,263.3835,233.9234,242.0071,237.0548,235.8478,237.2827,250.7824,239.4788,263.4294,247.6002,235.3147,241.0334,237.3544,251.3905,230.2374,232.882,239.4323,250.5264,255.2876,256.5161,249.0279,243.5843,251.0854,234.0473,227.7722
20260630-11:95:00,20260630_248663_avg,91.9126,0,445.4044,428.8505,410.0124,394.3768,384.9801,370.6374,363.1437,352.7922,349.6448,342.2666,335.9107,328.6155,324.8851,320.1185,312.7849,307.1243,305.0311,296.6089,293.076,290.8863,283.3892,286.0649,278.7037,276.8616,274.632,272.5381,269.0941,267.3258,265.0502,261.9629,259.1262,261.502,252.1568,254.8185,252.4957,252.9487,247.004,247.7565,247.2687,248.6594,245.631,240.835,241.2762,243.3559,237.3727,238.9575,238.1193,236.2779,242.5837,234.4197,235.6024,231.9503,234.2186,234.2932,230.1794,230.7689,228.1717,226.9939,231.5451,227.2867,222.4296,231.7581,225.3034,226.1998,230.2472,225.7215,225.3529,222.5673,221.3527,224.561,225.5947,225.2804,223.2821,224.329,219.8713,225.1767,224.4201,228.6344,224.0138,221.7959,223.916,223.315,225.1692,224.2974,221.3813,220.616,225.1961,227.9644,225.0628,226.9482,227.5904,226.0246,223.6799,226.2426,228.8146,227.431,228.1488,225.5176,226.3343,226.7357
20260630-11:96:00,20260630_249758_avg,78.8636,0,364.9248,374.9654,361.4037,351.192,343.0428,336.7904,351.8653,340.7498,326.9512,320.2779,334.1442,327.7957,315.6122,328.7313,321.877,326.7498,324.677,315.0887,323.4287,313.2129,312.356,310.2179,321.8793,309.4958,321.1075,323.0254,302.023,283.7167,313.5548,301.5687,296.3865,297.5409,297.9556,310.4813,300.7957,308.8869,302.1006,295.2979,294.2424,301.3667,303.1645,304.4131,294.53,297.9999,301.3378,293.9842,288.4036,291.3384,296.1843,303.7266,308.9139,289.005,295.5161,297.9783,307.5882,297.8237,299.1625,292.0206,307.359,302.7794,299.3393,302.7828,313.9237,297.4673,298.8952,315.353,306.1452,310.7113,308.4552,304.8,302.0425,310.8954,313.0403,311.9269,293.6145,312.5006,298.8548,295.0844,298.9846,306.1205,303.1546,296.2456,304.1347,298.04,291.8649,290.2555,298.5053,294.2102,283.7198,300.8075,290.1939,306.2593,282.7564,292.3319,288.3624,286.38,290.4528,308.4376,296.0979,289.2364
20260630-11:97:00,20260630_250853_avg,70.9197,0,391.6918,415.271,419.6454,330.8772,346.5204,343.4804,364.2315,331.3329,395.0155,355.7569,349.7499,386.2926,347.4443,354.39,325.768,309.1353,323.7287,384.4587,346.6434,335.9446,305.0932,345.416,291.6943,284.7478,305.5199,360.5398,357.5108,302.7227,296.2643,273.1393,310.9822,311.9542,325.3737,327.4407,301.7609,318.3224,289.4041,317.0114,292.9324,314.3814,312.0559,304.4846,320.2843,265.981,276.5876,293.6345,265.9864,288.2722,287.7033,324.4555,296.5331,315.0666,296.9764,276.3747,289.8954,301.7646,310.6909,279.1435,243.3895,240.4689,270.7784,224.1454,316.8355,288.9214,260.3808,249.1745,297.2709,248.5667,250.6561,256.4016,276.4489,288.1009,301.2659,298.1449,274.7059,297.982,259.7883,233.7863,259.7773,256.5563,260.2241,252.4029,263.1549,286.9825,311.0091,232.1842,241.1067,251.2777,285.4179,262.2602,249.3136,280.7702,285.0504,261.8688,242.7883,266.4771,254.263,253.4061,246.7146,278.8713
20260630-11:98:00,20260630_251948_avg,77.8782,0,515.9634,499.6583,470.4032,442.4115,419.3418,417.9238,411.525,412.9669,389.0494,367.024,361.51,336.5955,382.1389,336.9141,357.3453,339.4713,334.5687,322.1025,305.5537,297.8935,341.0978,308.7337,322.7746,323.818,288.9278,300.4853,290.9065,267.0261,281.5493,292.7476,271.4118,272.4037,273.1499,311.5594,240.5546,280.1401,265.5122,257.478,262.7568,278.3953,278.5285,268.2926,283.5684,286.0881,277.6396,253.2644,271.217,271.0162,247.6651,234.2251,226.1069,262.7881,266.7074,240.6086,279.7147,263.9319,284.9151,267.6234,242.2652,268.9645,272.5579,250.9891,235.0783,261.9898,242.3885,279.4305,252.266,289.4309,221.4087,260.7646,283.1451,241.9566,254.4039,249.7018,244.3498,260.2629,232.779,253.2168,263.8697,250.665,236.5375,271.9493,266.4187,235.0503,230.424,236.3042,262.5379,257.7462,266.7883,247.1987,236.7538,269.2929,243.5628,256.769,226.4597,243.9467,271.9911,241.9396,269.1633,214.1654
20260630-11:99:00,20260630_253043_avg,93.5833,0,385.0492,363.199,354.2211,349.4444,334.7314,323.0755,316.409,311.3481,305.7345,294.0303,297.9118,292.1184,284.9117,274.2223,269.7958,269.5194,268.1822,257.3501,264.7546,265.8978,260.6122,253.1124,250.7543,253.8681,250.2978,251.4572,250.7933,251.6812,240.7134,245.5653,241.9603,242.1629,245.5014,245.1417,246.2324,241.2266,238.1973,236.947,229.855,242.8575,235.07,238.2811,238.6569,229.8493,230.9678,241.5807,235.8381,231.8322,233.6961,238.9344,238.2059,227.6199,241.2683,238.3682,233.5156,229.0394,239.0408,236.6433,228.2973,233.8712,248.8421,235.3689,232.2493,231.3005,243.7615,239.9231,242.6119,237.7336,242.3735,233.3291,237.9697,238.6961,243.678,239.143,235.1128,238.2502,230.6738,227.8956,241.7981,236.5008,236.9836,241.749,244.1744,240.2907,246.3098,239.9045,238.8675,238.4211,231.5157,241.1693,225.9824,233.9285,236.3655,232.5397,233.7718,243.5946,240.1025,231.9737,232.6764,228.8828
20260630-11:100:00,20260630_254138_avg,74.5326,0,534.444,479.262,478.6193,438.542,448.8622,398.7104,412.0313,390.5404,396.4499,427.787,384.4257,405.5711,416.1846,379.754,395.1704,380.8459,367.6329,375.6779,393.0355,338.6778,327.8568,322.4592,358.8962,357.6349,320.2059,284.2492,310.0459,331.1489,315.3597,317.039,299.6811,327.578,311.1081,313.1658,301.8292,306.5738,302.7496,272.4345,296.3708,302.6403,307.9169,291.093,261.4388,262.814,268.768,279.8254,272.1189,250.61,249.2402,228.5599,206.9068,266.0694,314.5093,303.078,246.351,268.292,235.0345,237.4055,239.0468,257.9836,258.2307,266.3921,274.068,253.3374,260.2678,236.9207,231.28,227.569,270.2288,249.7223,218.203,253.9687,229.4178,287.3327,241.5323,266.2067,273.6902,231.7878,251.8123,260.6819,251.1124,255.3109,220.513,257.7199,236.0458,252.1708,262.9764,257.2543,250.1715,255.4765,255.8378,271.5604,240.2573,243.7929,258.8555,229.8405,212.5055,249.0654,234.7576,214.4087
20260630-11:101:00,20260630_255233_avg,66.3514,0,471.8063,475.4543,419.5208,444.8753,436.3377,465.1415,401.1457,412.3485,397.081,390.3011,426.691,401.2273,385.7018,382.0374,376.8847,374.3843,355.2706,370.372,364.5823,353.2554,366.965,365.0972,346.6492,351.3249,392.0681,388.5422,325.6495,325.8788,320.8959,359.0445,329.5521,339.9976,371.8639,332.4035,344.8165,340.2224,318.2193,348.6444,311.6187,352.4739,315.1938,316.6099,304.3571,306.8025,315.5487,276.7448,317.693,311.6331,335.3747,327.4383,304.9421,308.5879,311.7064,343.203,298.1682,298.894,289.9065,281.9824,314.7684,311.6492,331.0694,325.4735,350.2881,302.5351,298.2629,277.9044,315.3203,303.9614,313.8109,279.6605,307.9201,305.1906,304.0713,288.6675,324.4946,341.1557,281.4783,316.59,248.6039,316.2617,268.3305,294.0959,279.288,300.2059,320.2227,268.9331,297.1876,293.986,333.3868,311.1103,280.0288,292.8378,330.6859,314.0136,282.2993,293.9414,293.8334,287.3913,264.481,283.4914
